loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.239495, 0.233406, 0.308902, 0.767744, 109678.17 M Ops, 13309.71 M Ops, 719.53 M Ops, 7.2306 M, 0.3957 %, 15288.59 uJ
